Gender,Height,Weight,height_cm,weight_kg,female,fem_hgt,hgt_sq,Rand1,Rand2,Rand3,Rand4,Rand5
Male,68.49641536,154.3426389,173.980895,70.00858628,0,0,30269.35183,0.250840743,0.668549853,0.474129559,0.624591176,0.600297358
Male,68.61811055,187.5068432,174.2900008,85.051604,0,0,30377.00438,0.500485881,0.646651928,0.351653695,0.389981214,0.473833868
Male,74.03380762,212.9102253,188.0458714,96.57437493,0,0,35361.24974,0.98626009,0.572236141,0.806883709,0.220407853,0.648208344
Male,71.52821604,195.0322432,181.6816687,88.46506527,0,0,33008.22875,0.378551327,0.31261198,0.741236141,0.378486345,0.171339477
Male,69.1801611,205.1836213,175.7176092,93.06964917,0,0,30876.67818,0.549856689,0.562129349,0.248060364,0.080926695,0.308347756
Male,69.57720237,204.1641255,176.726094,92.60721401,0,0,31232.1123,0.376185192,0.4809134,0.732515936,0.722929665,0.794712512
Male,70.40092889,192.9035151,178.8183594,87.49949121,0,0,31976.00565,0.751221144,0.226825704,0.872482821,0.385500569,0.974784111
Male,69.07617117,197.4882426,175.4534748,89.57908694,0,0,30783.92181,0.649328226,0.57276691,0.920308129,0.643055268,0.995436292
Male,67.19352328,183.8109732,170.6715491,83.37518697,0,0,29128.77769,0.534616682,0.740951323,0.751181272,0.628552308,0.144236439
Male,65.80731565,163.8518249,167.1505818,74.32187695,0,0,27939.31698,0.562526914,0.263423036,0.267710634,0.164176478,0.261604404
Male,64.30418789,163.1080171,163.3326372,73.98449171,0,0,26677.55039,0.659674149,0.538081975,0.724907344,0.419783296,0.738720422
Male,67.97433623,172.1355974,172.654814,78.0793299,0,0,29809.6848,0.690733573,0.52321843,0.625181911,0.561373136,0.704543887
Male,72.18942596,194.0454049,183.3611419,88.0174433,0,0,33621.30837,0.118211095,0.046579157,0.281324887,0.843952957,0.289849872
Male,65.27034552,168.6177462,165.7866776,76.48366074,0,0,27485.22248,0.666551869,0.228042207,0.352208259,0.988844051,0.505259604
Male,66.09017738,161.1934326,167.8690505,73.11605148,0,0,28180.01813,0.972610625,0.527028259,0.064401038,0.318808674,0.775650709
Male,67.51032152,164.6602773,171.4762166,74.68858448,0,0,29404.09288,0.191300775,0.965207485,0.896097975,0.557541021,0.761031544
Male,70.10478626,188.9223032,178.0661571,85.69364533,0,0,31707.5563,0.668068803,0.593260188,0.843477347,0.802220074,0.566933415
Male,68.25183644,187.0605522,173.3596646,84.84916998,0,0,30053.5733,0.827931845,0.865787542,0.212641605,0.26552032,0.376294606
Male,72.17270912,209.0708634,183.3186812,94.83287107,0,0,33605.73886,0.442043433,0.416724646,0.057750658,0.338355243,0.081615855
Male,69.17985762,192.0143354,175.7168384,87.09616643,0,0,30876.40728,0.163021503,0.761049582,0.087167495,0.515815937,0.165152941
Male,72.87036015,211.3424968,185.0907148,95.86326582,0,0,34258.5727,0.874208464,0.945520161,0.238532926,0.814517639,0.109203336
Male,64.78258298,165.6116262,164.5477608,75.12010874,0,0,27075.96557,0.529839924,0.129908205,0.801317124,0.527960755,0.795968924
Male,70.18354989,201.0719181,178.2662167,91.20461347,0,0,31778.84402,0.013941166,0.172048155,0.482510838,0.159371269,0.052433497
Male,68.49145025,173.4239603,173.9682836,78.66372102,0,0,30264.96371,0.905656622,0.994061385,0.85869845,0.88621111,0.200374426
Male,67.33083088,181.4076793,171.0203104,82.28507206,0,0,29247.94658,0.749263302,0.918302402,0.525923973,0.116048592,0.659492541
Male,66.99094408,169.7377074,170.156998,76.99166618,0,0,28953.40396,0.044856971,0.1670376,0.497459054,0.766560952,0.297927447
Male,66.4995499,163.3095283,168.9088567,74.07589557,0,0,28530.20189,0.992877938,0.509081517,0.409351891,0.621505793,0.281351514
Male,68.35305665,189.7102099,173.6167639,86.05103355,0,0,30142.7807,0.866452152,0.501124125,0.012258821,0.605793772,0.221935747
Male,70.77445907,192.1248473,179.767126,87.14629376,0,0,32316.2196,0.015504262,0.971689234,0.334017441,0.709603723,0.473832828
Male,71.21592367,198.1984641,180.8884461,89.90123773,0,0,32720.62994,0.7177224,0.398969129,0.90379972,0.193926697,0.032725844
Male,70.01336535,209.5264998,177.833948,95.03954411,0,0,31624.91306,0.637588952,0.078963645,0.496426311,0.774372556,0.69540373
Male,71.40318222,198.7597927,181.3640828,90.15585187,0,0,32892.93054,0.789278801,0.41823328,0.574656928,0.74016621,0.071417446
Male,69.55200509,198.0795237,176.6620929,89.84728729,0,0,31209.49508,0.565969294,0.942373094,0.747688515,0.181177751,0.64725899
Male,73.81853456,195.2906122,187.4990778,88.58225936,0,0,35155.90417,0.963828308,0.568618572,0.841958387,0.801388761,0.205129325
Male,66.99688275,164.943303,170.1720822,74.81696269,0,0,28958.53756,0.990909971,0.170489258,0.083848247,0.060794861,0.067223327
Male,71.41846589,179.8639023,181.4029034,81.58482719,0,0,32907.01335,0.709514531,0.932200546,0.304723083,0.918409387,0.756962282
Male,65.27930021,155.2504207,165.8094225,70.42034882,0,0,27492.7646,0.768089146,0.926013596,0.624166339,0.22925955,0.72020216
Male,68.27419147,184.5193912,173.4164463,83.69651972,0,0,30073.26386,0.562555534,0.875680212,0.85563463,0.488366224,0.77885677
Male,72.76536995,220.6780415,184.8240397,100.0977942,0,0,34159.92564,0.07798696,0.300374234,0.042016822,0.001770393,0.469041828
Male,68.0993798,183.3126553,172.9724247,83.14915395,0,0,29919.4597,0.5452942,0.77805561,0.274953151,0.333287656,0.90309103
Male,68.89670607,196.4513123,174.9976334,89.10874364,0,0,30624.1717,0.465574397,0.096078556,0.769293496,0.719479165,0.220576896
Male,69.28950996,184.5956083,175.9953553,83.73109116,0,0,30974.36509,0.81539952,0.671674439,0.723091134,0.771890455,0.001128769
Male,70.52322452,207.5328385,179.1289903,94.13523529,0,0,32087.19516,0.985474235,0.500630786,0.733068065,0.313548636,0.114036457
Male,69.66372523,177.2009288,176.9458621,80.37692367,0,0,31309.83811,0.116265462,0.706201616,0.221476813,0.868075797,0.636587151
Male,67.59526881,163.1080022,171.6919828,73.98448494,0,0,29478.13695,0.036495448,0.864265518,0.088112746,0.27818048,0.280731332
Male,72.50812038,216.2182301,184.1706258,98.07485943,0,0,33918.81939,0.837155335,0.567455582,0.514357607,0.222919836,0.93868719
Male,71.2529856,204.6554938,180.9825834,92.83009475,0,0,32754.69551,0.819768481,0.043386658,0.234360905,0.290642092,0.713741741
Male,71.80918689,200.9205712,182.3953347,91.13596374,0,0,33268.05812,0.65517225,0.924844404,0.085829588,0.035500736,0.903259751
Male,72.24516548,220.9017699,183.5027203,100.1992756,0,0,33673.24836,0.37135108,0.454303712,0.002560239,0.020098905,0.581632129
Male,66.51262766,196.4498603,168.9420743,89.10808505,0,0,28541.42445,0.944394377,0.411973982,0.493665508,0.372939872,0.352142089
Male,66.029034,168.64081,167.7137464,76.49412231,0,0,28127.90072,0.321605314,0.408617177,0.569072819,0.7440754,0.724844749
Male,67.57715394,181.432713,171.645971,82.29642716,0,0,29462.33937,0.933791717,0.421578314,0.428434854,0.280107798,0.917369645
Male,68.2465686,198.6586733,173.3462842,90.10998495,0,0,30048.93426,0.858598187,0.545606096,0.716835628,0.19190029,0.229798606
Male,73.826127,237.9167359,187.5183626,107.9171281,0,0,35163.13631,0.784964856,0.868348835,0.893325297,0.525106434,0.131539455
Male,69.80246436,173.0412559,177.2982595,78.49012935,0,0,31434.67281,0.495574443,0.676566083,0.977312619,0.45781808,0.127254348
Male,65.95957778,160.6839166,167.5373276,72.88493912,0,0,28068.75613,0.41276676,0.728288291,0.632823587,0.859100107,0.340158194
Male,71.07901758,188.6029191,180.5407046,85.54877527,0,0,32594.94603,0.842960873,0.465768892,0.535351836,0.782286782,0.071990515
Male,66.59619654,208.345694,169.1543392,94.50394005,0,0,28613.19047,0.473708799,0.612782547,0.672200691,0.19651387,0.896350837
Male,68.95153509,193.4351185,175.1368991,87.74062225,0,0,30672.93344,0.793569306,0.103956112,0.562461361,0.27346082,0.128133266
Male,68.24446179,174.1096938,173.340933,78.97476423,0,0,30047.07904,0.873834667,0.605355929,0.30959784,0.1789767,0.99297074
Male,72.31682512,197.3685892,183.6847358,89.52481313,0,0,33740.08217,0.35698205,0.668169453,0.411468938,0.265002914,0.032746477
Male,71.81542045,201.6206667,182.4111679,91.45352147,0,0,33273.83419,0.397149366,0.660658714,0.411982804,0.030302036,0.249707071
Male,65.23704952,181.0119732,165.7021058,82.10558297,0,0,27457.18786,0.018494549,0.164097879,0.359508692,0.239476075,0.142753228
Male,70.64053009,182.122486,179.4269464,82.60930266,0,0,32194.02911,0.822132026,0.377444344,0.116439278,0.001792616,0.213655741
Male,64.7319256,177.5492634,164.419091,80.53492549,0,0,27033.63749,0.174492241,0.003180038,0.021010641,0.940737146,0.508568347
Male,67.10355118,164.9745807,170.44302,74.83115,0,0,29050.82307,0.526424419,0.387722232,0.090861693,0.516583357,0.847000157
Male,65.11748489,165.7171122,165.3984116,75.16795635,0,0,27356.63456,0.105836014,0.79376962,0.351609265,0.47725173,0.558427908
Male,71.70123402,193.0941635,182.1211344,87.58596783,0,0,33168.1076,0.178971808,0.71458631,0.438189142,0.190523683,0.823214251
Male,66.83287821,180.683887,169.7555106,81.95676566,0,0,28816.93339,0.176466347,0.855006373,0.32714479,0.222812251,0.049871388
Male,66.47127526,172.7737229,168.8370392,78.36877853,0,0,28505.94579,0.76584263,0.729487951,0.974009928,0.7748641,0.55133478
Male,69.41152622,177.4706162,176.3052766,80.49925176,0,0,31083.55056,0.68064777,0.718208001,0.794742796,0.335699503,0.108169733
Male,70.05217747,200.8187373,177.9325308,91.0897727,0,0,31659.98551,0.415412238,0.976323114,0.115692238,0.696004547,0.73285429
Male,66.74360465,167.7397753,169.5287558,76.08542018,0,0,28739.99905,0.814075218,0.110362911,0.302321988,0.393185225,0.660060131
Male,66.27432912,154.3956248,168.336796,70.03262023,0,0,28337.27687,0.208571828,0.285846993,0.957333814,0.897851271,0.055496118
Male,68.32844799,177.9847286,173.5542579,80.73244902,0,0,30121.08044,0.020463219,0.727282327,0.137464783,0.076065185,0.292333421
Male,70.0758882,183.938857,177.992756,83.433194,0,0,31681.42119,0.271062792,0.611272341,0.096585682,0.876954678,0.434464467
Male,68.73298815,179.2047821,174.5817899,81.28585551,0,0,30478.80136,0.025265216,0.650661786,0.961358622,0.723029602,0.710638649
Male,67.55605126,158.5679874,171.5923702,71.92517053,0,0,29443.94151,0.374852428,0.550252882,0.332222096,0.671943315,0.873672075
Male,66.25363253,166.5035316,168.2842266,75.52466992,0,0,28319.58094,0.006092463,0.047771788,0.073062008,0.784197377,0.706469601
Male,69.18220268,171.9836776,175.7227948,78.0104203,0,0,30878.50062,0.650474265,0.842291485,0.189735541,0.700609863,0.357769901
Male,67.60910494,174.3641824,171.7271266,79.09019821,0,0,29490.20599,0.189994727,0.293922141,0.723999825,0.481515235,0.122521971
Male,69.29273802,187.7453519,176.0035546,85.15978964,0,0,30977.25122,0.155566646,0.408630568,0.497305749,0.46541593,0.63946111
Male,68.19068401,201.4879624,173.2043374,91.39332783,0,0,29999.74249,0.590584141,0.702220487,0.264685452,0.672332816,0.026110557
Male,71.6070858,204.9270121,181.8819979,92.95325329,0,0,33081.06117,0.19605667,0.594430084,0.581630583,0.74321828,0.084976492
Male,69.19685751,178.6855465,175.7600181,81.05033439,0,0,30891.58395,0.087813544,0.664038569,0.54424614,0.895215831,0.826578916
Male,67.26196098,164.0144277,170.8453809,74.39563231,0,0,29188.14417,0.270820197,0.876487927,0.173455305,0.891993845,0.877657166
Male,73.6851934,223.2700044,187.1603912,101.2734878,0,0,35029.01205,0.210234492,0.180803206,0.58169485,0.678324644,0.245319994
Male,69.53721501,202.9583063,176.6245261,92.06026406,0,0,31196.22323,0.725518066,0.020092628,0.552010993,0.459963598,0.692763769
Male,68.31155984,189.3917856,173.511362,85.90659882,0,0,30106.19274,0.466431942,0.314295123,0.325119136,0.09633084,0.945233903
Male,67.73896347,178.1705556,172.0569672,80.81673865,0,0,29603.59996,0.954818069,0.795588861,0.331418347,0.936159768,0.20438749
Male,71.7057626,223.2993352,182.132637,101.2867921,0,0,33172.29746,0.433770701,0.946946608,0.918472836,0.901737858,0.26163132
Male,63.6322646,167.0287067,161.6259521,75.76288511,0,0,26122.94839,0.642007119,0.730706113,0.28261793,0.916844262,0.480084778
Male,68.72119846,180.468682,174.5518441,81.85915041,0,0,30468.34627,0.619027435,0.491570117,0.563869831,0.972753643,0.315382009
Male,66.94934165,164.4391456,170.0513278,74.58828094,0,0,28917.45408,0.691719018,0.915167198,0.041059123,0.514684101,0.287141413
Male,62.70698974,149.9696184,159.2757539,68.02501916,0,0,25368.76579,0.539682952,0.35107519,0.541651093,0.183802661,0.239829691
Male,72.25840892,192.9102666,183.5363587,87.50255363,0,0,33685.59495,0.148975427,0.945552928,0.068877709,0.891012031,0.089837702
Male,70.90865306,201.8839987,180.1079788,91.57296674,0,0,32438.88402,0.367527804,0.003255324,0.250050226,0.983784001,0.188957485
Male,67.6098436,179.868026,171.7290027,81.58669764,0,0,29490.85038,0.142839693,0.946443705,0.159057702,0.347563541,0.1195134
Male,70.80155896,196.4677247,179.8359597,89.11618817,0,0,32340.97242,0.047507967,0.722374511,0.38411441,0.584471764,0.749295349
Male,69.30476905,187.5516495,176.0341134,85.0719278,0,0,30988.00907,0.668979191,0.380195431,0.204160022,0.949596659,0.079445255
Male,66.24289834,171.6931597,168.2569618,77.87864369,0,0,28310.40519,0.463512183,0.694659717,0.210970798,0.488102894,0.642696978
Male,67.49219298,191.6996048,171.4301702,86.95340713,0,0,29388.30324,0.763056898,0.779261828,0.632590045,0.945390428,0.749152365
Male,65.80624829,165.8506478,167.1478707,75.22852703,0,0,27938.41067,0.977925412,0.283414366,0.593222336,0.85410269,0.000429353
Male,71.44370566,185.6627413,181.4670124,84.21513416,0,0,32930.27658,0.264282763,0.027274088,0.363945329,0.913925172,0.759499733
Male,68.46440582,178.2818007,173.8995908,80.86719856,0,0,30241.06768,0.523991351,0.833194068,0.149769995,0.827612891,0.703071633
Male,63.9879246,150.9790513,162.5293285,68.48288981,0,0,26415.78262,0.08857809,0.666300836,0.386709198,0.468786282,0.781513779
Male,71.00189769,209.9293234,180.3448201,95.22226167,0,0,32524.25414,0.041005781,0.982817044,0.544610855,0.388045658,0.503134282
Male,68.13972419,174.1578043,173.0748994,78.99658679,0,0,29954.92082,0.870504167,0.261207177,0.107330607,0.687731341,0.678057926
Male,68.39540025,179.8789771,173.7243166,81.59166498,0,0,30180.13819,0.535844481,0.830842474,0.695167177,0.479225032,0.092308637
Male,68.09621975,167.7471412,172.9643982,76.08876129,0,0,29916.68303,0.772925395,0.659985202,0.647122974,0.742572157,0.081663661
Male,68.14059036,183.0446604,173.0770995,83.02759359,0,0,29955.68237,0.419845398,0.950463364,0.111012856,0.656970858,0.348491662
Male,68.86009031,169.5568208,174.9046294,76.90961745,0,0,30591.62938,0.053880587,0.047780035,0.836874136,0.672403191,0.263116225
Male,66.14885254,173.4316727,168.0180855,78.66721927,0,0,28230.07704,0.260415122,0.603230383,0.061235965,0.390858194,0.938009566
Male,66.20603205,180.8895546,168.1633214,82.05005485,0,0,28278.90267,0.385751025,0.666949572,0.680385103,0.979127465,0.924713353
Male,67.43212021,183.5089329,171.2775853,83.23818387,0,0,29336.01124,0.382789382,0.418909088,0.786582959,0.381583066,0.027701827
Male,69.47110603,205.9779102,176.4566093,93.42993223,0,0,31136.93497,0.500338297,0.783552873,0.146087478,0.279264552,0.64792765
Male,70.51585969,183.7598452,179.1102836,83.3519957,0,0,32080.4937,0.771113841,0.450248372,0.426374436,0.561238402,0.131060873
Male,71.33837604,201.9544955,181.1994751,91.60494351,0,0,32833.24979,0.447250246,0.872534803,0.305052252,0.032674143,0.83946927
Male,71.00194477,216.1200947,180.3449397,98.03034601,0,0,32524.29728,0.941017246,0.681955034,0.46007132,0.644879171,0.173845038
Male,66.20234771,159.3903237,168.1539632,72.29817573,0,0,28275.75533,0.682630623,0.821818854,0.53828028,0.320338851,0.81033833
Male,72.54330705,210.3364247,184.2599999,95.40691954,0,0,33951.74756,0.661415714,0.353045036,0.117025299,0.388393992,0.671675394
Male,67.47935176,178.6183502,171.3975535,81.01985469,0,0,29377.12133,0.254194616,0.472376338,0.711088909,0.528659312,0.481121166
Male,65.35041056,146.7397976,165.9900428,66.55999829,0,0,27552.69431,0.586943836,0.753729722,0.451478944,0.811328116,0.905652037
Male,70.84406242,195.937015,179.9439185,88.8754625,0,0,32379.81382,0.429856344,0.655945111,0.738435232,0.912788488,0.666465766
Male,69.93847526,170.1758538,177.6437272,77.19040588,0,0,31557.2938,0.799368282,0.618475105,0.490126748,0.696823162,0.292522831
Male,64.73981548,169.6540541,164.4391313,76.95372172,0,0,27040.22791,0.780176233,0.182776377,0.587287475,0.857252229,0.338439773
Male,69.30840288,198.3786936,176.0433433,89.98298841,0,0,30991.25873,0.186700618,0.156270561,0.734026061,0.58520016,0.174036931
Male,68.83846286,179.9077169,174.8496957,81.60470113,0,0,30572.41607,0.429627457,0.340236152,0.827624644,0.190692272,0.16816162
Male,61.93732327,147.2636865,157.3208011,66.79763009,0,0,24749.83446,0.05480025,0.663665885,0.670779159,0.359104622,0.30346016
Male,68.59333554,176.9842511,174.2270723,80.27864043,0,0,30355.07271,0.955941625,0.205517694,0.831996267,0.30861768,0.876891338
Male,65.21857558,185.4677884,165.655182,84.12670506,0,0,27441.63931,0.459363151,0.15809849,0.889800753,0.434724579,0.867604033
Male,64.33364811,177.4938023,163.4074662,80.50976879,0,0,26702.00001,0.232419463,0.253787893,0.825415368,0.801148044,0.096855652
Male,68.7489067,169.8274774,174.622223,77.03238514,0,0,30492.92077,0.118736053,0.102381503,0.044673992,0.355626365,0.31752221
Male,72.4896554,198.5816982,184.1237247,90.07506967,0,0,33901.546,0.737420952,0.722258987,0.276980022,0.513943971,0.401864742
Male,67.23393092,203.3503393,170.7741845,92.23808709,0,0,29163.8221,0.36010718,0.759305068,0.961066136,0.577712405,0.468366161
Male,67.26360484,193.2176727,170.8495563,87.64199059,0,0,29189.57089,0.874543135,0.983218405,0.220698113,0.30518417,0.898161564
Male,65.11850428,178.1349452,165.4010009,80.80058605,0,0,27357.49109,0.403039973,0.674490207,0.851099678,0.388541175,0.300901161
Male,66.26282004,162.7795834,168.3075629,73.8355168,0,0,28327.43573,0.941843661,0.629672758,0.727761568,0.319260271,0.203536909
Male,67.70167966,159.2865106,171.9622663,72.25108692,0,0,29571.02104,0.687048623,0.838541497,0.825051123,0.986414885,0.011117782
Male,65.53069597,172.114312,166.4479678,78.06967499,0,0,27704.92597,0.110440322,0.50636101,0.103053904,0.319866846,0.775198961
Male,69.86896981,201.8370426,177.4671833,91.55166782,0,0,31494.60115,0.157496681,0.817245844,0.775671548,0.987853183,0.24507111
Male,68.48187536,170.3523296,173.9439634,77.27045387,0,0,30256.50241,0.886160065,0.579488885,0.356674481,0.34143581,0.336361074
Male,72.21396335,205.3897607,183.4234669,93.16315234,0,0,33644.16821,0.444133923,0.835190422,0.305337637,0.702728108,0.334537432
Male,68.17953269,169.7877681,173.176013,77.0143733,0,0,29989.93149,0.035095726,0.360593406,0.769382109,0.209612898,0.86934528
Male,71.98120654,200.4373105,182.8322646,90.91676056,0,0,33427.63699,0.124224166,0.349766827,0.529009436,0.604751752,0.35133757
Male,66.06513673,178.588954,167.8054473,81.00652084,0,0,28158.66814,0.431502082,0.810103662,0.455737113,0.091339997,0.592185305
Male,66.65616417,168.0140297,169.306657,76.20981978,0,0,28664.7441,0.49588004,0.028009853,0.194906402,0.802535075,0.695051692
Male,67.5994242,177.7664258,171.7025375,80.63342863,0,0,29481.76137,0.954334398,0.97707967,0.158939027,0.877574376,0.489615105
Male,68.24594409,193.277624,173.344698,87.66918403,0,0,30048.38432,0.632517549,0.096087379,0.284563965,0.508464114,0.424214526
Male,64.80862144,162.3795406,164.6138985,73.6540606,0,0,27097.73557,0.332299403,0.476141657,0.696451784,0.52870039,0.65379515
Male,67.49221827,183.3838244,171.4302344,83.18143567,0,0,29388.32527,0.522486807,0.789157569,0.785187114,0.580120733,0.421166103
Male,68.18073071,181.0560953,173.179056,82.12559637,0,0,29990.98544,0.280502152,0.702679419,0.679701874,0.30770215,0.683673428
Male,69.5533849,210.871799,176.6655977,95.64976103,0,0,31210.73339,0.619296248,0.237063994,0.571627196,0.174260973,0.311400421
Male,66.40224967,165.5684991,168.6617142,75.10054663,0,0,28446.77382,0.752128915,0.627648612,0.692679131,0.354927731,0.921144488
Male,66.59215711,196.1484498,169.1440791,88.97136766,0,0,28609.71948,0.72435655,0.501270204,0.051680401,0.421898377,0.022329709
Male,71.93588658,202.0464252,182.7171519,91.64664208,0,0,33385.55761,0.073781932,0.843135156,0.18085769,0.745998179,0.435620316
Male,68.28704173,170.4136025,173.449086,77.29824678,0,0,30084.58543,0.337249152,0.202430831,0.228627365,0.335264891,0.982480057
Male,69.9554512,201.9480853,177.686846,91.60203591,0,0,31572.61525,0.205371272,0.340223515,0.151918725,0.073302429,0.674145877
Male,71.85112915,193.3869846,182.501868,87.7187891,0,0,33306.93183,0.843710482,0.86223302,0.527819113,0.937195778,0.452926864
Male,65.75549864,179.8556896,167.0189665,81.58110196,0,0,27895.33519,0.508157754,0.350570728,0.23157542,0.666172027,0.305525909
Male,67.03185208,156.489935,170.2609043,70.9825826,0,0,28988.77553,0.111764451,0.453005885,0.512321672,0.3003833,0.6024207
Male,76.70983486,235.0354188,194.8429805,106.6101857,0,0,37963.78707,0.411227232,0.99406228,0.023453443,0.715180559,0.018825413
Male,72.57112137,230.560535,184.3306483,104.5804142,0,0,33977.7879,0.810662009,0.113262416,0.380940855,0.181866714,0.548166539
Male,69.7288049,203.895655,177.1111644,92.48543794,0,0,31368.36457,0.97913174,0.64744054,0.169880737,0.311303571,0.856454454
Male,72.799224,218.2163966,184.910029,98.98121178,0,0,34191.71881,0.648606114,0.737387495,0.564518171,0.641798331,0.15005549
Male,72.53935407,222.6671779,184.2499593,101.0000506,0,0,33948.04752,0.776559149,0.043064502,0.163218834,0.241737408,0.176507138
Male,72.29474338,208.4748659,183.6286482,94.56253137,0,0,33719.48044,0.112333771,0.857182583,0.335731011,0.81842008,0.900451803
Male,67.25332482,180.77978,170.823445,82.00026198,0,0,29180.64937,0.521485665,0.037475015,0.895425773,0.915441858,0.835901084
Male,75.94446038,231.9247485,192.8989294,105.1992105,0,0,37209.99695,0.376758891,0.075971686,0.3651369,0.688772946,0.930432838
Male,66.31623192,170.5938581,168.4432291,77.38000929,0,0,28373.12142,0.366596331,0.717071453,0.797332558,0.380965061,0.410960797
Male,71.15605349,188.2714563,180.7363759,85.3984264,0,0,32665.63756,0.464685349,0.502481422,0.2867248,0.856842019,0.868355552
Male,71.19220229,196.0615292,180.8281938,88.93194114,0,0,32698.83568,0.97805623,0.664031525,0.82266747,0.148837145,0.449585347
Male,72.19751201,214.6035842,183.3816805,97.34246895,0,0,33628.84074,0.465433751,0.553872242,0.029299764,0.667650339,0.137975879
Male,75.14082143,224.1242713,190.8576864,101.6609765,0,0,36426.65647,0.19428752,0.371985223,0.414825046,0.178657101,0.688680936
Male,64.41152936,158.5793973,163.6052846,71.93034599,0,0,26766.68914,0.869306413,0.18106898,0.953316372,0.049596128,0.138251564
Male,64.73442436,166.5011147,164.4254379,75.52357364,0,0,27035.72462,0.911372224,0.315479982,0.243338083,0.048393685,0.990279986
Male,63.41458714,160.1406156,161.0730513,72.63850212,0,0,25944.52786,0.425160815,0.660979482,0.399332394,0.098618775,0.040298956
Male,67.84866523,176.1726343,172.3356097,79.91049752,0,0,29699.56237,0.348861685,0.35722458,0.797674341,0.1197273,0.987044425
